step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
348,2,11724.74,0.0,0.0,4057996.52,4069721.26,0
306,2,8804.99,10395.0,1590.01,192264.41,201069.4,0
255,2,2913.68,0.0,0.0,923432.16,926345.84,0
17,2,14976.78,12126.0,0.0,15690163.39,15705140.17,0
396,2,4509.11,0.0,0.0,406909.54,411418.65,0
232,2,1519.85,0.0,0.0,3826.36,5346.21,0
333,2,5444.12,149384.0,143939.88,202983.35,208427.47,0
187,2,1178.88,0.0,0.0,12344.11,13522.99,0
524,2,1787.96,334245.0,332457.04,2164941.63,2166729.6,0
359,2,10517.55,302074.0,291556.45,1919895.82,1930413.36,0
16,2,506.64,24032.0,23525.36,505250.1,505756.74,0
401,2,4249.97,20401.0,16151.03,22092.08,26342.06,0
45,2,2780.61,1063.0,0.0,433536.87,436317.49,0
250,2,3694.09,0.0,0.0,612121.19,615815.28,0
373,2,1071.93,20842.0,19770.07,20230.81,21302.74,0
282,2,5065.88,16205.0,11139.12,5228749.52,4883918.02,0
404,2,451.91,0.0,0.0,9898.43,10350.34,0
183,2,1172.35,121358.0,120185.65,241469.44,242641.79,0
527,2,4271.61,5298.0,1026.39,5315223.45,5319495.06,0
177,2,7200.45,30198.0,22997.55,13817376.62,13824577.07,0
237,2,3964.26,49786.0,45821.74,433072.34,437036.6,0
373,2,274.98,0.0,0.0,258703.87,258978.85,0
347,2,733.26,41206.0,40472.74,969.99,1703.25,0
260,2,3799.06,340592.0,336792.94,90327.53,94126.59,0
23,2,1225.27,21292.0,20066.73,93931.98,95157.25,0
527,2,233.08,43039.0,42805.92,117560.9,117793.99,0
132,2,143.51,635223.23,635079.73,5791348.24,5791491.74,0
299,2,2191.16,0.0,0.0,34731.33,36922.48,0
9,2,3459.19,36489.0,33029.81,465821.0,90691.79,0
19,2,5645.72,331895.22,326249.5,130484.36,328249.93,0
153,2,636.13,7169.0,6532.87,317677.61,318313.73,0
283,2,4750.36,34232.0,29481.64,595436.26,600186.63,0
131,2,2444.0,6363.0,3919.0,28473.59,30917.58,0
395,2,4459.35,125783.0,121323.65,104439.74,108899.1,0
374,2,8462.69,45087.54,36624.85,2191816.32,2200279.01,0
234,2,8534.64,19719.0,11184.36,2614728.52,2623263.16,0
234,2,1713.53,0.0,0.0,284917.14,286630.67,0
163,2,221.83,0.0,0.0,6226269.96,6226491.79,0
16,2,4601.05,4077.45,0.0,78792.7,0.0,0
9,2,3035.45,221051.3,218015.85,2414682.73,3681147.46,0
525,2,1753.22,984.0,0.0,1394464.69,1396217.9,0
141,2,2398.54,77603.0,75204.46,11109.86,13508.41,0
356,2,3264.28,336686.0,333421.72,4110180.26,4113444.54,0
44,2,2699.98,0.0,0.0,208457.12,211157.1,0
13,2,2767.15,0.0,0.0,107233.61,110000.76,0
140,2,2757.43,21090.0,18332.57,129077.06,131834.5,0
332,2,5029.99,68218.0,63188.01,1096182.13,1101212.13,0
178,2,4608.05,97664.0,93055.95,87898.22,92506.27,0
257,2,2414.63,4467.0,2052.37,193276.03,195690.66,0
13,2,9047.71,0.0,0.0,39178.91,48226.62,0
235,2,10457.1,0.0,0.0,816923.67,827380.77,0
264,2,1198.83,51348.0,50149.17,221821.31,223020.14,0
236,2,1234.35,4156.0,2921.65,345661.25,346895.6,0
373,2,8860.6,67709.0,58848.4,304791.54,313652.14,0
380,2,3814.29,308402.18,304587.89,2320926.52,2324740.81,0
44,2,158.96,0.0,0.0,112560.81,112719.77,0
251,2,3525.74,27275.0,23749.26,2025021.24,2028546.98,0
357,2,9848.75,0.0,0.0,479767.52,489616.27,0
17,2,2431.73,138566.89,136135.16,7219277.43,7221709.16,0
351,2,568.5,6630.0,6061.5,150885.78,151454.28,0
132,2,1977.04,0.0,0.0,2218407.35,2220384.39,0
226,2,8333.35,52171.0,43837.65,105782.85,114116.2,0
299,2,32818.43,2281.0,0.0,147388.42,180206.86,0
140,2,2455.32,10729.0,8273.68,715672.97,718128.29,0
181,2,3485.59,276.0,0.0,162386.87,165872.46,0
163,2,15801.87,8566.0,0.0,2012040.47,2027842.34,0
11,2,10662.13,0.0,0.0,744021.76,1395349.05,0
39,2,4356.17,218822.0,214465.83,132883.92,137240.09,0
397,2,1008.73,0.0,0.0,2553705.59,2554714.32,0
359,2,1819.56,81746.39,79926.83,261882.2,263701.76,0
170,2,1228.87,22040.0,20811.13,3103073.49,3104302.36,0
282,2,4465.26,227761.0,223295.74,257670.2,262135.46,0
373,2,7138.9,0.0,0.0,698091.85,705230.75,0
37,2,642.78,49558.0,48915.22,83649.75,84292.53,0
142,2,2948.99,4679.52,1730.53,442873.84,445822.83,0
249,2,2730.39,0.0,0.0,9272233.54,9274963.93,0
19,2,2244.72,5801.0,3556.28,132301.69,134546.41,0
404,2,3791.9,12766.0,8974.1,1245911.32,1249703.22,0
139,2,4951.13,23986.0,19034.87,72026.9,76978.03,0
43,2,1185.79,100668.0,99482.21,1117465.63,1361079.66,0
305,2,3406.15,45856.0,42449.85,14485.56,17891.71,0
204,2,1412.76,1036.0,0.0,5513878.29,5515291.05,0
138,2,3423.28,5405.0,1981.72,101831.52,105254.8,0
97,2,1392.86,287875.48,286482.61,51076.67,52469.54,0
307,2,1711.91,0.0,0.0,1659063.04,1660774.95,0
353,2,1417.46,166733.7,165316.24,107345.96,108763.42,0
179,2,3367.82,12631.0,9263.18,993931.34,997299.16,0
138,2,7990.96,17069.0,9078.04,1567835.42,1609157.64,0
285,2,62252.39,0.0,0.0,359648.38,421900.77,0
183,2,351.51,26009.0,25657.49,949126.44,949477.95,0
22,2,1135.15,148344.78,147209.64,1122478.39,1123613.53,0
260,2,3690.87,0.0,0.0,136436.74,140127.6,0
47,2,6044.0,0.0,0.0,324583.51,330627.51,0
322,2,6136.39,9.0,0.0,208293.12,214429.51,0
19,2,3389.96,10937.0,7547.04,1940215.51,1951422.06,0
386,2,1157.4,22478.0,21320.6,114607.94,115765.34,0
282,2,2471.17,12269.0,9797.83,545958.11,548429.28,0
17,2,11372.22,145.0,0.0,371727.38,677015.18,0
358,2,2400.99,39664.0,37263.01,1367380.96,1369781.95,0
345,2,1087.05,29407.0,28319.95,195873.81,196960.86,0
408,2,6880.37,188810.0,181929.63,169746.4,176626.77,0
129,2,3061.37,19986.0,16924.63,123638.33,126699.7,0
13,2,8492.23,20145.0,11652.77,322910.04,331402.27,0
522,2,5245.47,4505.0,0.0,9402.24,14647.71,0
681,2,234.46,215.0,0.0,152466.04,152700.5,0
156,2,3769.48,11930.0,8160.52,2468768.07,2472537.55,0
431,2,689.18,663.0,0.0,7967.63,8656.81,0
307,2,209.56,201905.0,201695.44,172784.56,172994.12,0
544,2,3504.65,51218.0,47713.35,1547770.42,1551275.07,0
157,2,721.52,21958.0,21236.48,9519.88,10241.39,0
38,2,3617.65,226386.0,222768.35,1825525.85,1829143.5,0
226,2,4810.25,21231.0,16420.75,17071.61,21881.86,0
43,2,2184.15,317377.32,315193.17,3250.34,5434.49,0
185,2,15120.46,179.0,0.0,182774.91,197895.38,0
551,2,1346.95,20998.0,19651.05,13564.62,14911.57,0
530,2,1468.4,13326.0,11857.6,187002.61,188471.01,0
1,2,2589.19,277515.05,274925.86,57472.15,0.0,0
217,2,2762.81,31213.0,28450.19,4089294.41,4092057.22,0
241,2,1156.99,3094.0,1937.01,504313.5,505470.48,0
348,2,15206.03,21778.0,6571.97,5226790.65,5241996.68,0
324,2,6595.5,241.0,0.0,76875.84,83471.35,0
236,2,910.53,107308.0,106397.47,27000.4,27910.93,0
379,2,4402.16,13864.0,9461.84,551398.56,555800.72,0
212,2,5879.41,1404.0,0.0,205310.31,211189.72,0
121,2,1263.17,55.0,0.0,101866.01,103129.18,0
17,2,3487.67,31846.0,28358.33,352280.54,355768.21,0
330,2,6409.88,0.0,0.0,28454.8,34864.68,0
373,2,4024.74,328328.04,324303.3,199677.68,203702.42,0
15,2,4661.28,1085.0,0.0,104807.88,569560.18,0
346,2,3071.8,74022.0,70950.2,1224004.0,1227075.8,0
695,2,4442.1,107965.0,103522.9,51198.97,55641.07,0
18,2,280.95,31517.0,31236.05,22234.0,0.0,0
595,2,2418.64,29048.0,26629.36,1614912.59,1617331.23,0
236,2,6927.74,175.0,0.0,1160181.88,1167109.62,0
546,2,609.75,11000.0,10390.25,417109.72,417719.47,0
163,2,2434.48,111463.46,109028.98,2757443.35,2759877.83,0
308,2,5389.67,10142.0,4752.33,42620.1,48009.78,0
139,2,750.34,24470.0,23719.66,2236207.53,2236957.87,0
18,2,2564.68,19870.0,17305.32,58993.88,61558.55,0
20,2,3044.74,10119.0,7074.26,1516474.99,1727995.51,0
328,2,592.66,78389.0,77796.34,2434342.17,2434934.83,0
378,2,6332.05,16868.82,10536.77,756703.43,763035.48,0
286,2,2641.68,0.0,0.0,1321497.41,1324139.09,0
335,2,2645.15,9894.0,7248.85,13518.85,16164.0,0
191,2,241.52,170.0,0.0,133471.73,133713.24,0
345,2,6140.38,99553.0,93412.62,4300019.82,4306160.2,0
11,2,3187.33,60355.0,57167.67,188928.12,400558.4,0
15,2,728.83,13480.0,12751.17,371564.62,484027.04,0
47,2,279.38,35917.0,35637.62,11405.0,0.0,0
372,2,4360.19,991176.23,986816.04,307517.17,311877.36,0
352,2,1675.41,0.0,0.0,2292018.39,2293693.81,0
9,2,1068.7,215895.0,214826.3,31277.0,129523.12,0
44,2,1871.41,192564.0,190692.59,2776195.03,2778066.45,0
140,2,1866.08,20748.0,18881.92,100523.51,102389.59,0
255,2,6336.34,25704.0,19367.66,235208.45,241544.78,0
45,2,1843.41,531882.0,530038.59,333597.61,335441.03,0
21,2,3684.16,21689.0,18004.84,782692.66,941279.12,0
48,2,1391.26,21423.0,20031.74,391274.98,392666.24,0
283,2,3511.01,128417.94,124906.93,195704.42,237213.64,0
20,2,10630.34,99401.0,88770.66,989824.37,1000454.71,0
395,2,5711.22,934.0,0.0,10667.16,16378.38,0
18,2,3213.16,17943.0,14729.84,1734996.75,2075917.94,0
19,2,2015.56,99848.0,97832.44,8084259.41,8086274.97,0
548,2,6022.93,19946.0,13923.07,111012.5,117035.43,0
9,2,4659.98,327.0,0.0,102078.0,1361348.59,0
209,2,1825.66,0.0,0.0,15407919.86,15409745.53,0
209,2,1015.73,0.0,0.0,424111.08,425126.81,0
17,2,139.19,23968.0,23828.81,544608.25,544747.44,0
235,2,120859.83,0.0,0.0,1130907.06,1251766.89,0
522,2,4441.28,150180.0,145738.72,339865.0,344306.28,0
211,2,4759.22,296756.02,291996.79,57248.38,62007.6,0
351,2,7854.86,19347.0,11492.14,117833.85,125688.71,0
155,2,5088.27,115671.0,110582.73,4845784.08,5090155.44,0
204,2,5058.72,27405.0,22346.28,1240501.47,1245560.2,0
346,2,999.73,718.0,0.0,217437.65,218437.38,0
156,2,2613.62,11753.0,9139.38,10301.3,12914.92,0
188,2,2508.08,0.0,0.0,32614.91,35122.99,0
10,2,3187.11,692.0,0.0,8836944.88,8998240.14,0
262,2,5135.35,0.0,0.0,679645.24,684780.6,0
356,2,373.49,278435.67,278062.18,58283.46,58656.95,0
297,2,3931.0,0.0,0.0,178139.51,182070.51,0
289,2,318.77,5668.0,5349.23,194565.65,194884.42,0
9,2,8160.72,26097.0,17936.28,72474.65,176700.27,0
314,2,2030.2,8624.0,6593.8,367076.16,369106.36,0
239,2,5477.7,2769.0,0.0,1196527.02,1202004.72,0
396,2,2700.65,0.0,0.0,131786.51,134487.16,0
178,2,8966.37,5109.0,0.0,1457322.82,1466289.19,0
304,2,8289.32,0.0,0.0,1501300.88,1509590.2,0
216,2,3201.73,30688.0,27486.27,134725.09,137926.82,0
332,2,1436.96,0.0,0.0,1549516.45,1550953.41,0
325,2,5602.57,104481.0,98878.43,134397.31,139999.89,0
38,2,414.91,11546.0,11131.09,3139253.15,3139668.06,0
132,2,12483.87,10117.0,0.0,216673.38,143051.17,0
300,2,561.39,25049.0,24487.61,567839.36,568400.75,0
235,2,6901.83,21326.0,14424.17,188077.47,194979.3,0
588,2,4043.79,31653.0,27609.21,99298.75,103342.54,0
394,2,6337.54,27956.0,21618.46,3963280.36,3969617.89,0
347,2,3848.85,15487.0,11638.15,9296217.44,9300066.29,0
182,2,4282.16,16131.0,11848.84,1073240.45,1125613.62,0
177,2,3552.14,128298.0,124745.86,378518.17,382070.31,0
277,2,2584.91,0.0,0.0,5529999.3,5532584.2,0
382,2,656.49,116926.02,116269.52,171194.94,171851.43,0
567,2,736.51,40048.0,39311.49,353948.65,354685.17,0
11,2,1771.76,9940.0,8168.24,148197.0,149968.76,0
14,2,1064.6,3158.0,2093.4,50800.0,280692.29,0
1,2,930.99,18354.65,17423.66,17230.8,18161.79,0
325,2,22471.2,34847.27,12376.08,405285.1,427756.29,0
209,2,3218.26,19527.0,16308.74,1359323.88,1362542.14,0
163,2,25182.88,70194.0,45011.12,76442.31,101625.18,0
232,2,2476.55,223.0,0.0,978218.89,980695.44,0
167,2,6825.1,21369.0,14543.9,250892.87,257717.97,0
184,2,70006.97,0.0,0.0,137503.83,207510.79,0
334,2,2169.62,9759.93,7590.32,6387854.33,6390023.94,0
139,2,6701.89,0.0,0.0,233092.42,239794.31,0
326,2,3003.89,132766.0,129762.11,607975.89,461494.06,0
540,2,14546.67,20540.0,5993.33,2573921.04,2588467.71,0
323,2,8152.68,6089.0,0.0,10507695.47,10515848.15,0
183,2,2966.09,0.0,0.0,4407589.28,4410555.37,0
442,2,8036.73,32986.0,24949.27,3371448.38,3379485.1,0
184,2,11706.79,8162.0,0.0,2115849.79,2127556.58,0
193,2,13638.75,182.0,0.0,359895.41,373534.16,0
192,2,3462.02,425.0,0.0,50564.95,54026.98,0
36,2,2175.45,43330.69,41155.24,1161950.77,1164126.22,0
163,2,17005.41,20655.0,3649.59,75872.0,92877.41,0
41,2,9500.18,15898.46,6398.28,9186467.2,9195967.38,0
209,2,7255.49,286881.97,279626.48,177254.14,184509.63,0
399,2,2739.7,5248.0,2508.3,95620.46,98360.16,0
331,2,4551.99,126724.0,122172.01,339668.41,344220.4,0
400,2,1556.49,1569.0,12.51,182764.01,184320.5,0
373,2,4032.73,157252.0,153219.27,295563.84,299596.57,0
10,2,2952.98,379622.79,376669.8,232960.81,529869.67,0
252,2,6548.47,51911.0,45362.53,76435.99,82984.46,0
306,2,2699.74,20539.0,17839.26,891890.7,894590.44,0
330,2,3070.76,53239.0,50168.24,56126.53,59197.29,0
530,2,2515.71,20350.0,17834.29,514388.05,516903.76,0
354,2,2046.69,32732.0,30685.31,25320.63,27367.33,0
347,2,795.89,5110.0,4314.11,3354467.36,3355263.25,0
353,2,1181.08,227.0,0.0,158599.39,159780.47,0
345,2,4445.31,0.0,0.0,1253147.28,1257592.6,0
14,2,12256.92,116031.25,103774.33,78697.63,90954.55,0
308,2,1444.33,1072.0,0.0,1391820.5,1393264.83,0
328,2,2789.98,0.0,0.0,188542.42,191332.4,0
211,2,11570.19,56987.15,45416.96,152913.16,164483.36,0
262,2,145.98,64859.0,64713.02,609194.43,609340.41,0
132,2,18177.02,14226.0,0.0,770970.65,789147.67,0
329,2,10724.78,49852.0,39127.22,2764697.65,2775422.42,0
185,2,21571.93,797085.0,775513.07,8829188.99,8850760.92,0
133,2,1915.18,41852.0,39936.82,2035998.7,2037913.89,0
284,2,3278.01,0.0,0.0,5342401.39,5345679.4,0
13,2,6591.18,11502.0,4910.82,663054.87,669646.05,0
11,2,2070.79,23157.0,21086.21,711683.62,1114568.56,0
7,2,3622.92,70.0,0.0,10125.0,0.0,0
400,2,3507.3,45641.0,42133.7,59724.63,63231.94,0
356,2,3926.26,29804.0,25877.74,73969301.29,73973227.54,0
402,2,3984.07,1117.0,0.0,200060.65,204044.73,0
216,2,1889.63,1101.0,0.0,651625.37,653515.0,0
334,2,509.66,0.0,0.0,315527.37,316037.04,0
394,2,2380.68,38842.0,36461.32,626920.59,629301.27,0
299,2,49791.41,1851.0,0.0,56568.8,106360.21,0
279,2,3351.12,21172.0,17820.88,11442549.77,11445900.88,0
284,2,5684.91,92451.67,86766.77,6116622.21,6122307.12,0
586,2,6.22,41091.0,41084.78,257795.08,257801.3,0
259,2,543.1,1022.0,478.9,22616.15,23159.25,0
399,2,2582.93,296176.0,293593.07,203494.47,206077.41,0
324,2,4561.0,6359.0,1798.0,20574.34,25135.34,0
254,2,6457.35,12749.73,6292.38,6554857.63,6561314.98,0
287,2,5147.97,432484.0,427336.03,1071171.88,1076319.85,0
382,2,50835.97,106370.05,55534.08,1925269.72,1976105.69,0
302,2,2302.33,26505.0,24202.67,485477.61,487779.94,0
407,2,5070.42,10484.0,5413.58,137435.87,142506.3,0
154,2,1381.01,430492.17,429111.15,1448395.22,1449776.23,0
326,2,18475.77,0.0,0.0,1562028.0,1580503.76,0
135,2,627.74,0.0,0.0,411513.2,412140.94,0
16,2,4806.84,0.0,0.0,784470.96,789277.8,0
137,2,5501.48,40017.0,34515.52,24305.0,29806.48,0
144,2,3113.77,63024.0,59910.23,4429321.07,4432434.84,0
183,2,3094.98,553972.0,550877.02,46229.61,49324.58,0
306,2,5625.06,4078.0,0.0,1474975.45,1480600.51,0
236,2,622.75,271.0,0.0,10174974.89,10175597.64,0
531,2,782.52,21783.0,21000.48,325543.98,326326.5,0
404,2,7092.03,0.0,0.0,104790.47,111882.5,0
400,2,2623.27,128.0,0.0,347679.34,350302.61,0
348,2,8306.2,9675.0,1368.8,100472.73,108778.94,0
47,2,246.67,0.0,0.0,610603.11,786466.68,0
14,2,2073.51,15330.0,13256.49,900781.69,1374725.9,0
348,2,2780.78,15340.0,12559.22,2259845.42,2262626.19,0
131,2,2435.36,10890.0,8454.64,230968.13,233403.49,0
352,2,4606.16,44870.0,40263.84,4046665.75,4051271.9,0
163,2,4884.03,317353.51,312469.48,229221.01,234105.04,0
22,2,3976.55,1159.0,0.0,379122.62,383099.18,0
394,2,1841.16,94952.53,93111.37,1110188.72,1112029.88,0
369,2,1735.62,0.0,0.0,216725.36,225734.78,0
180,2,3731.95,21366.0,17634.05,4678950.49,4682682.45,0
139,2,988.16,49600.0,48611.84,1262084.45,1263072.62,0
160,2,3346.16,10354.0,7007.84,155577.8,158923.95,0
329,2,530.82,15913.0,15382.18,192891.92,351446.81,0
284,2,7588.82,0.0,0.0,274081.94,281670.76,0
398,2,1563.4,254190.0,252626.6,1321938.8,1323502.19,0
47,2,371.84,0.0,0.0,264253.5,264625.34,0
158,2,2243.55,169312.66,167069.11,138321.89,140565.44,0
273,2,4531.1,71569.0,67037.9,64601.23,69132.33,0
217,2,995.16,18197.0,17201.84,446160.08,447155.24,0
303,2,288.37,20082.0,19793.63,3912825.41,3913113.78,0
380,2,4049.74,257652.0,253602.26,267604.49,271654.23,0
374,2,3771.09,10745.0,6973.91,449952.8,453723.88,0
119,2,1515.17,6096.0,4580.83,169902.63,171417.8,0
139,2,695.41,0.0,0.0,3063550.21,3064245.62,0
25,2,9102.69,20808.0,11705.31,6998888.12,7007990.81,0
161,2,26314.08,51656.0,25341.92,3989490.89,5058747.72,0
307,2,3343.82,0.0,0.0,632987.17,636331.0,0
589,2,2990.23,132530.56,129540.33,7489078.9,7492069.13,0
182,2,34.64,892.0,857.36,36233.85,36268.5,0
301,2,8463.56,69683.0,61219.44,71860.15,80323.71,0
273,2,343.47,159356.0,159012.53,147883.06,148226.53,0
407,2,2158.81,468.0,0.0,195139.06,197297.87,0
355,2,2634.92,111773.0,109138.08,160079.86,162714.78,0
514,2,1400.68,195520.73,194120.05,1141156.03,1142556.72,0
338,2,1374.69,9760.0,8385.31,1097480.46,1098855.15,0
204,2,5879.46,78232.47,72353.01,329384.34,335263.8,0
325,2,1844.44,0.0,0.0,145355.54,147199.99,0
44,2,2709.52,0.0,0.0,1107697.71,1110407.23,0
330,2,1307.78,20683.0,19375.22,197818.38,199126.16,0
260,2,156.59,0.0,0.0,1063707.19,1063863.78,0
382,2,3200.03,257803.0,254602.97,931145.09,934345.12,0
214,2,3286.4,10662.76,7376.36,1058053.43,1061339.83,0
143,2,5387.22,40267.0,34879.78,23833.44,29220.65,0
406,2,584.65,21484.44,20899.79,294790.08,295374.73,0
16,2,7053.01,478021.42,470968.41,1482629.7,1902795.98,0
140,2,407.24,8158.0,7750.76,40050.34,40457.58,0
378,2,137.27,525729.0,525591.73,432810.47,432947.74,0
19,2,9682.79,0.0,0.0,35692.37,45375.16,0
280,2,6057.08,153654.11,147597.02,767104.48,773161.56,0
299,2,26874.38,17143.85,0.0,729975.52,756849.9,0
19,2,2093.73,287.0,0.0,47040.85,49134.58,0
9,2,776.15,16629.0,15852.85,5067.0,0.0,0
162,2,4631.92,19888.0,15256.08,92155.64,96787.57,0
13,2,4221.46,210729.56,206508.1,6136645.78,7343889.73,0
227,2,5440.65,10848.0,5407.35,232062.5,237503.15,0
378,2,9802.86,0.0,0.0,1904243.45,1914046.31,0
166,2,3148.2,294489.0,291340.8,355138.17,358286.37,0
347,2,1100.29,182289.0,181188.71,7117972.79,7119073.08,0
261,2,458.02,0.0,0.0,525159.1,525617.11,0
256,2,21716.77,570.0,0.0,107493.95,129210.71,0
393,2,73979.84,583.0,0.0,936602.18,1010582.03,0
237,2,4610.42,0.0,0.0,1704455.21,1709065.64,0
187,2,6767.79,751.0,0.0,1246621.01,1253388.8,0
217,2,2565.33,119.0,0.0,66200.03,68765.36,0
393,2,75321.18,1047.0,0.0,717669.59,792990.77,0
312,2,813.17,59708.0,58894.83,229013.9,229827.07,0
258,2,3834.47,481395.47,477561.0,42482.83,46317.3,0
17,2,2319.52,0.0,0.0,21492.0,146049.89,0
135,2,4406.98,50033.0,45626.02,192465.73,196872.71,0
187,2,4652.24,10496.0,5843.76,134620.77,139273.01,0
355,2,1141.99,19639.0,18497.01,481111.3,482253.29,0
357,2,2808.53,60898.0,58089.47,131249.13,134057.66,0
250,2,310.59,2741.78,2431.19,133220.07,133530.66,0
274,2,6765.53,16001.0,9235.47,74684.45,81449.98,0
37,2,3013.38,2230.0,0.0,10513478.67,10516492.06,0
520,2,1007.04,22006.0,20998.96,627779.59,628786.63,0
186,2,1573.66,56251.0,54677.34,1209696.72,1211270.38,0
228,2,2930.05,252353.54,249423.49,1103870.33,1106800.37,0
131,2,27496.28,0.0,0.0,9605270.64,9632766.92,0
44,2,2167.72,11993.0,9825.28,2782754.65,2784922.37,0
139,2,5567.91,11002.0,5434.09,4098968.51,4104536.42,0
254,2,4120.88,455.0,0.0,175821.97,179942.85,0
145,2,4356.77,302624.0,298267.23,723882.17,728238.94,0
378,2,942.34,0.0,0.0,156224.76,157167.1,0
229,2,3162.8,60152.0,56989.2,229962.23,233125.03,0
228,2,2512.32,18333.0,15820.68,242003.68,244516.0,0
182,2,6045.02,19837.0,13791.98,3903265.44,3909310.46,0
40,2,2353.65,0.0,0.0,389300.06,391653.71,0
180,2,4263.4,5082.0,818.6,366205.92,370469.32,0
487,2,1132.44,9153.0,8020.56,317088.69,318221.13,0
214,2,3591.18,248628.0,245036.82,597201.97,600793.15,0
408,2,930.55,24857.0,23926.45,402421.32,403351.88,0
399,2,3.52,21344.0,21340.48,2004266.08,1772123.58,0
266,2,2824.3,106501.0,103676.7,378752.63,381576.93,0
348,2,1467.27,73828.9,72361.63,2763723.27,2765190.54,0
138,2,1345.3,0.0,0.0,1544139.53,1545484.83,0
182,2,1551.97,0.0,0.0,75347.24,76899.21,0
24,2,5542.06,30955.0,25412.94,371490.01,377032.07,0
261,2,5519.51,6600.35,1080.83,424532.36,430051.87,0
188,2,1808.02,11240.0,9431.98,317529.86,319337.88,0
210,2,3395.79,373835.0,370439.21,9744901.99,9748297.78,0
621,2,104.47,20757.0,20652.53,1535498.2,1535602.68,0
238,2,3842.88,1494.0,0.0,1841715.56,1845558.44,0
237,2,101.12,42132.0,42030.88,4802838.12,4802939.24,0
15,2,4013.47,854.0,0.0,110240.72,114254.19,0
186,2,3394.79,22162.0,18767.21,943921.42,947316.21,0
140,2,1668.1,25850.0,24181.9,645807.93,647476.03,0
408,2,1373.46,30529.0,29155.54,180890.84,182264.3,0
139,2,6195.76,45166.0,38970.24,6563257.57,6569453.34,0
400,2,1470.81,129.0,0.0,4115920.83,4117391.64,0
240,2,1717.39,15703.0,13985.61,2446737.88,2448455.27,0
235,2,1362.21,99308.0,97945.79,1449.34,2811.54,0
358,2,176.07,409.0,232.93,874521.2,874697.27,0
180,2,2195.51,31520.0,29324.49,79778.94,81974.45,0
9,2,5682.1,12087.0,6404.9,410897.22,827460.53,0
14,2,8057.2,20747.0,12689.8,2116985.46,2368885.32,0
284,2,820.24,99043.0,98222.76,5377.54,6197.78,0
178,2,4264.6,19988.26,15723.66,52445.37,56709.97,0
667,2,1444.6,15521.0,14076.4,628337.29,629781.89,0
369,2,586.15,11548.0,10961.85,4310.94,4897.09,0
375,2,3005.94,126595.0,123589.06,47428.86,50434.8,0
251,2,5856.27,69461.0,63604.73,17559.79,23416.06,0
38,2,41.18,51345.0,51303.82,541102.38,541143.56,0
376,2,750.93,50156.0,49405.07,1026495.42,1236678.88,0
161,2,13583.46,51359.0,37775.54,75308.58,88892.04,0
300,2,7475.26,185.0,0.0,1581287.64,1588762.91,0
359,2,5112.45,5608.0,495.55,342018.06,347130.5,0
408,2,4999.87,6130.0,1130.13,137356.89,142356.76,0
545,2,13063.01,15279.0,2215.99,208382.95,221445.97,0
13,2,4017.27,254550.23,250532.96,12157419.94,12161437.21,0
353,2,5152.68,44207.0,39054.32,1535003.4,1540156.08,0
12,2,8133.05,465955.45,457822.4,106611.0,114744.05,0
14,2,2071.58,0.0,0.0,756008.17,758079.75,0
136,2,362.23,10979.0,10616.77,535950.83,536313.06,0
215,2,964.8,76155.24,75190.45,4130017.29,4130982.09,0
7,2,1095.24,10410.0,9314.76,1709.0,2804.24,0
161,2,6253.4,745927.64,739674.24,89383.37,95636.76,0
7,2,5637.37,30424.0,24786.63,98719.13,0.0,0
356,2,256.13,62144.0,61887.87,4853464.38,4853720.51,0
382,2,4351.09,20508.0,16156.91,56950.77,61301.85,0
190,2,864.01,497302.0,496437.99,61560.38,62424.39,0
420,2,1794.79,82723.0,80928.21,235335.63,237130.42,0
16,2,1549.67,14608.0,13058.33,725781.3,727330.97,0
10,2,3650.1,10746.0,7095.9,347921.2,646282.31,0
15,2,43.74,0.0,0.0,1229937.47,1229981.21,0
182,2,2797.61,5507.0,2709.39,105419.19,108216.8,0
347,2,5653.41,759.0,0.0,300417.4,306070.81,0
189,2,1312.95,17288.35,15975.4,189363.77,190676.72,0
47,2,2586.92,24805.0,22218.08,2759551.57,2762138.49,0
204,2,1611.92,0.0,0.0,1797278.59,1798890.51,0
143,2,9422.39,74.0,0.0,264799.38,274221.76,0
203,2,1874.26,53641.0,51766.74,3952.96,5827.23,0
274,2,527.6,238946.0,238418.4,107932.89,108460.49,0
322,2,2907.59,53142.0,50234.41,6772657.16,6775564.75,0
330,2,3486.3,10021.0,6534.7,2067882.14,2071368.44,0
182,2,5887.15,46737.0,40849.85,149310.52,155197.67,0
204,2,3393.91,986.0,0.0,89297.55,92691.46,0
352,2,2206.56,12392.48,10185.92,1360406.01,1362612.57,0
297,2,1674.22,30035.0,28360.78,2901126.59,2902800.81,0
323,2,3274.84,20673.0,17398.16,1254879.79,1258154.64,0
141,2,843.74,39440.72,38596.98,3608433.21,3609276.94,0
588,2,1655.19,5493.0,3837.81,1952220.13,1953875.33,0
45,2,9715.04,20804.03,11088.99,52622.64,62337.68,0
120,2,9975.36,73541.0,63565.64,825663.57,835638.93,0
370,2,1579.36,36737.0,35157.64,13436551.4,13438130.76,0
306,2,8927.78,0.0,0.0,422412.09,431339.86,0
324,2,14760.44,101248.0,86487.56,203551.25,218311.7,0
692,2,2413.0,24926.0,22513.0,1314102.56,1316515.55,0
